person,personLabel,Property0Label,Property1Label,Property2Label,Property3Label,Property4Label,Property5Label,Property6Label,Property7Label,Property8Label,Property9Label,Property10Label,Property11Label,Property12Label,Property13Label,Property614Label,Property15Label,Property16Label,Property17Label,Property18Label,Property19Label,Property20Label,Property21Label,Property22Label,Property23Label,Property24Label,Property25Label,Property26Label
http://www.wikidata.org/entity/Q676555,Francis of Assisi,Assisi,male,,Custos of the Holy Land,,,,,,,missionary,,,Catholicism,,,,,,1182-07-01T00:00:00Z,1226-10-10T00:00:00Z,,,,,Francesco,
http://www.wikidata.org/entity/Q676555,Francis of Assisi,Assisi,male,,Minister General of the Order of Franciscans,,,,,,,missionary,,,Catholicism,,,,,,1182-07-01T00:00:00Z,1226-10-10T00:00:00Z,,,,,Francesco,
http://www.wikidata.org/entity/Q676555,Francis of Assisi,Assisi,male,,founder of Catholic religious community,,,,,,,preacher,,,Catholicism,,,,,,1182-07-01T00:00:00Z,1226-10-10T00:00:00Z,,,,,Francesco,
http://www.wikidata.org/entity/Q676555,Francis of Assisi,Assisi,male,,Custos of the Holy Land,,,,,,,preacher,,,Catholicism,,,,,,1182-07-01T00:00:00Z,1226-10-10T00:00:00Z,,,,,Francesco,
http://www.wikidata.org/entity/Q676555,Francis of Assisi,Assisi,male,,Minister General of the Order of Franciscans,,,,,,,preacher,,,Catholicism,,,,,,1182-07-01T00:00:00Z,1226-10-10T00:00:00Z,,,,,Francesco,
http://www.wikidata.org/entity/Q676555,Francis of Assisi,Assisi,male,,founder of Catholic religious community,,,,,,,pilgrim,,,Catholicism,,,,,,1182-07-01T00:00:00Z,1226-10-10T00:00:00Z,,,,,Francesco,
http://www.wikidata.org/entity/Q676555,Francis of Assisi,Assisi,male,,founder of Catholic religious community,,,,,,,writer,,,Catholicism,,,,,,1182-07-01T00:00:00Z,1226-10-10T00:00:00Z,,,,,Franciszek,
http://www.wikidata.org/entity/Q676555,Francis of Assisi,Assisi,male,,Custos of the Holy Land,,,,,,,writer,,,Catholicism,,,,,,1182-07-01T00:00:00Z,1226-10-10T00:00:00Z,,,,,Franciszek,
http://www.wikidata.org/entity/Q676555,Francis of Assisi,Assisi,male,,Minister General of the Order of Franciscans,,,,,,,writer,,,Catholicism,,,,,,1182-07-01T00:00:00Z,1226-10-10T00:00:00Z,,,,,Franciszek,
http://www.wikidata.org/entity/Q676555,Francis of Assisi,Assisi,male,,founder of Catholic religious community,,,,,,,poet,,,Catholicism,,,,,,1182-07-01T00:00:00Z,1226-10-10T00:00:00Z,,,,,Franciszek,
http://www.wikidata.org/entity/Q676555,Francis of Assisi,Assisi,male,,Custos of the Holy Land,,,,,,,poet,,,Catholicism,,,,,,1182-07-01T00:00:00Z,1226-10-10T00:00:00Z,,,,,Franciszek,
http://www.wikidata.org/entity/Q676555,Francis of Assisi,Assisi,male,,Minister General of the Order of Franciscans,,,,,,,poet,,,Catholicism,,,,,,1182-07-01T00:00:00Z,1226-10-10T00:00:00Z,,,,,Franciszek,
http://www.wikidata.org/entity/Q676555,Francis of Assisi,Assisi,male,,founder of Catholic religious community,,,,,,,missionary,,,Catholicism,,,,,,1182-07-01T00:00:00Z,1226-10-10T00:00:00Z,,,,,Franciszek,
http://www.wikidata.org/entity/Q676555,Francis of Assisi,Assisi,male,,Custos of the Holy Land,,,,,,,missionary,,,Catholicism,,,,,,1182-07-01T00:00:00Z,1226-10-10T00:00:00Z,,,,,Franciszek,
http://www.wikidata.org/entity/Q676555,Francis of Assisi,Assisi,male,,Minister General of the Order of Franciscans,,,,,,,missionary,,,Catholicism,,,,,,1182-07-01T00:00:00Z,1226-10-10T00:00:00Z,,,,,Franciszek,
http://www.wikidata.org/entity/Q676555,Francis of Assisi,Assisi,male,,founder of Catholic religious community,,,,,,,preacher,,,Catholicism,,,,,,1182-07-01T00:00:00Z,1226-10-10T00:00:00Z,,,,,Franciszek,
http://www.wikidata.org/entity/Q676555,Francis of Assisi,Assisi,male,,Custos of the Holy Land,,,,,,,preacher,,,Catholicism,,,,,,1182-07-01T00:00:00Z,1226-10-10T00:00:00Z,,,,,Franciszek,
http://www.wikidata.org/entity/Q698681,Francis van Aarssens,City of Brussels,male,Dutch Republic,ambassador,,,,Q66758583,,Dutch,politician,,,,,,,,,1572-09-27T00:00:00Z,1641-12-27T00:00:00Z,,,,,François,
http://www.wikidata.org/entity/Q698681,Francis van Aarssens,City of Brussels,male,Dutch Republic,ambassador,,,,Q66758520,,Dutch,diplomat,,,,,,,,,1572-09-27T00:00:00Z,1641-12-27T00:00:00Z,,,,,François,
http://www.wikidata.org/entity/Q698681,Francis van Aarssens,City of Brussels,male,Dutch Republic,ambassador,,,,Q66758550,,Dutch,diplomat,,,,,,,,,1572-09-27T00:00:00Z,1641-12-27T00:00:00Z,,,,,François,
http://www.wikidata.org/entity/Q698681,Francis van Aarssens,City of Brussels,male,Dutch Republic,ambassador,,,,Q66758583,,Dutch,diplomat,,,,,,,,,1572-09-27T00:00:00Z,1641-12-27T00:00:00Z,,,,,François,
http://www.wikidata.org/entity/Q698681,Francis van Aarssens,City of Brussels,male,Dutch Republic,ambassador,,,,Q66758520,,Dutch,statesperson,,,,,,,,,1572-09-27T00:00:00Z,1641-12-27T00:00:00Z,,,,,François,
http://www.wikidata.org/entity/Q698681,Francis van Aarssens,City of Brussels,male,Dutch Republic,ambassador,,,,Q66758550,,Dutch,statesperson,,,,,,,,,1572-09-27T00:00:00Z,1641-12-27T00:00:00Z,,,,,François,
http://www.wikidata.org/entity/Q698681,Francis van Aarssens,City of Brussels,male,Dutch Republic,ambassador,,,,Q66758583,,Dutch,statesperson,,,,,,,,,1572-09-27T00:00:00Z,1641-12-27T00:00:00Z,,,,,François,
http://www.wikidata.org/entity/Q698681,Francis van Aarssens,City of Brussels,male,Dutch Republic,ambassador,,,,Q66758520,,Dutch,landlord,,,,,,,,,1572-09-27T00:00:00Z,1641-12-27T00:00:00Z,,,,,François,
http://www.wikidata.org/entity/Q698681,Francis van Aarssens,City of Brussels,male,Dutch Republic,ambassador,,,,Q66758550,,Dutch,landlord,,,,,,,,,1572-09-27T00:00:00Z,1641-12-27T00:00:00Z,,,,,François,
http://www.wikidata.org/entity/Q698681,Francis van Aarssens,City of Brussels,male,Dutch Republic,ambassador,,,,Q66758583,,Dutch,politician,,,,,,,,,1572-09-27T00:00:00Z,1641-12-27T00:00:00Z,,,,,Francis,
http://www.wikidata.org/entity/Q698681,Francis van Aarssens,City of Brussels,male,Dutch Republic,ambassador,,,,Q66758520,,Dutch,diplomat,,,,,,,,,1572-09-27T00:00:00Z,1641-12-27T00:00:00Z,,,,,Francis,
http://www.wikidata.org/entity/Q698681,Francis van Aarssens,City of Brussels,male,Dutch Republic,ambassador,,,,Q66758550,,Dutch,diplomat,,,,,,,,,1572-09-27T00:00:00Z,1641-12-27T00:00:00Z,,,,,Francis,
http://www.wikidata.org/entity/Q698681,Francis van Aarssens,City of Brussels,male,Dutch Republic,ambassador,,,,Q66758583,,Dutch,diplomat,,,,,,,,,1572-09-27T00:00:00Z,1641-12-27T00:00:00Z,,,,,Francis,
http://www.wikidata.org/entity/Q698681,Francis van Aarssens,City of Brussels,male,Dutch Republic,ambassador,,,,Q66758520,,Dutch,statesperson,,,,,,,,,1572-09-27T00:00:00Z,1641-12-27T00:00:00Z,,,,,Francis,
http://www.wikidata.org/entity/Q698681,Francis van Aarssens,City of Brussels,male,Dutch Republic,ambassador,,,,Q66758550,,Dutch,statesperson,,,,,,,,,1572-09-27T00:00:00Z,1641-12-27T00:00:00Z,,,,,Francis,
http://www.wikidata.org/entity/Q698681,Francis van Aarssens,City of Brussels,male,Dutch Republic,ambassador,,,,Q66758583,,Dutch,statesperson,,,,,,,,,1572-09-27T00:00:00Z,1641-12-27T00:00:00Z,,,,,Francis,
http://www.wikidata.org/entity/Q698681,Francis van Aarssens,City of Brussels,male,Dutch Republic,ambassador,,,,Q66758520,,Dutch,landlord,,,,,,,,,1572-09-27T00:00:00Z,1641-12-27T00:00:00Z,,,,,Francis,
http://www.wikidata.org/entity/Q698681,Francis van Aarssens,City of Brussels,male,Dutch Republic,ambassador,,,,Q66758550,,Dutch,landlord,,,,,,,,,1572-09-27T00:00:00Z,1641-12-27T00:00:00Z,,,,,Francis,
http://www.wikidata.org/entity/Q698681,Francis van Aarssens,City of Brussels,male,Dutch Republic,ambassador,,,,Q66758583,,Dutch,politician,,,,,,,,,1572-09-27T00:00:00Z,1641-12-27T00:00:00Z,,,,,Francois,
http://www.wikidata.org/entity/Q698681,Francis van Aarssens,City of Brussels,male,Dutch Republic,ambassador,,,,Q66758520,,Dutch,diplomat,,,,,,,,,1572-09-27T00:00:00Z,1641-12-27T00:00:00Z,,,,,Francois,
http://www.wikidata.org/entity/Q698681,Francis van Aarssens,City of Brussels,male,Dutch Republic,ambassador,,,,Q66758550,,Dutch,diplomat,,,,,,,,,1572-09-27T00:00:00Z,1641-12-27T00:00:00Z,,,,,Francois,
http://www.wikidata.org/entity/Q698681,Francis van Aarssens,City of Brussels,male,Dutch Republic,ambassador,,,,Q66758583,,Dutch,diplomat,,,,,,,,,1572-09-27T00:00:00Z,1641-12-27T00:00:00Z,,,,,Francois,
http://www.wikidata.org/entity/Q698681,Francis van Aarssens,City of Brussels,male,Dutch Republic,ambassador,,,,Q66758520,,Dutch,statesperson,,,,,,,,,1572-09-27T00:00:00Z,1641-12-27T00:00:00Z,,,,,Francois,
http://www.wikidata.org/entity/Q698681,Francis van Aarssens,City of Brussels,male,Dutch Republic,ambassador,,,,Q66758550,,Dutch,statesperson,,,,,,,,,1572-09-27T00:00:00Z,1641-12-27T00:00:00Z,,,,,Francois,
http://www.wikidata.org/entity/Q698681,Francis van Aarssens,City of Brussels,male,Dutch Republic,ambassador,,,,Q66758583,,Dutch,statesperson,,,,,,,,,1572-09-27T00:00:00Z,1641-12-27T00:00:00Z,,,,,Francois,
http://www.wikidata.org/entity/Q698681,Francis van Aarssens,City of Brussels,male,Dutch Republic,ambassador,,,,Q66758520,,Dutch,landlord,,,,,,,,,1572-09-27T00:00:00Z,1641-12-27T00:00:00Z,,,,,Francois,
http://www.wikidata.org/entity/Q698681,Francis van Aarssens,City of Brussels,male,Dutch Republic,ambassador,,,,Q66758550,,Dutch,landlord,,,,,,,,,1572-09-27T00:00:00Z,1641-12-27T00:00:00Z,,,,,Francois,
http://www.wikidata.org/entity/Q698681,Francis van Aarssens,City of Brussels,male,Dutch Republic,ambassador,,,,Q66758520,,Dutch,politician,,,,,,,,,1572-09-27T00:00:00Z,1641-12-27T00:00:00Z,,,,,François,
http://www.wikidata.org/entity/Q698681,Francis van Aarssens,City of Brussels,male,Dutch Republic,ambassador,,,,Q66758550,,Dutch,politician,,,,,,,,,1572-09-27T00:00:00Z,1641-12-27T00:00:00Z,,,,,François,
http://www.wikidata.org/entity/Q698681,Francis van Aarssens,City of Brussels,male,Dutch Republic,ambassador,,,,Q66758520,,Dutch,politician,,,,,,,,,1572-09-27T00:00:00Z,1641-12-27T00:00:00Z,,,,,Francis,
http://www.wikidata.org/entity/Q698681,Francis van Aarssens,City of Brussels,male,Dutch Republic,ambassador,,,,Q66758550,,Dutch,politician,,,,,,,,,1572-09-27T00:00:00Z,1641-12-27T00:00:00Z,,,,,Francis,
http://www.wikidata.org/entity/Q698681,Francis van Aarssens,City of Brussels,male,Dutch Republic,ambassador,,,,Q66758520,,Dutch,politician,,,,,,,,,1572-09-27T00:00:00Z,1641-12-27T00:00:00Z,,,,,Francois,
http://www.wikidata.org/entity/Q698681,Francis van Aarssens,City of Brussels,male,Dutch Republic,ambassador,,,,Q66758550,,Dutch,politician,,,,,,,,,1572-09-27T00:00:00Z,1641-12-27T00:00:00Z,,,,,Francois,
http://www.wikidata.org/entity/Q698681,Francis van Aarssens,City of Brussels,male,Dutch Republic,ambassador,,,,Q66758583,,Dutch,landlord,,,,,,,,,1572-09-27T00:00:00Z,1641-12-27T00:00:00Z,,,,,François,
http://www.wikidata.org/entity/Q698681,Francis van Aarssens,City of Brussels,male,Dutch Republic,ambassador,,,,Q66758520,,Dutch,curator,,,,,,,,,1572-09-27T00:00:00Z,1641-12-27T00:00:00Z,,,,,François,
http://www.wikidata.org/entity/Q698681,Francis van Aarssens,City of Brussels,male,Dutch Republic,ambassador,,,,Q66758550,,Dutch,curator,,,,,,,,,1572-09-27T00:00:00Z,1641-12-27T00:00:00Z,,,,,François,
http://www.wikidata.org/entity/Q698681,Francis van Aarssens,City of Brussels,male,Dutch Republic,ambassador,,,,Q66758583,,Dutch,landlord,,,,,,,,,1572-09-27T00:00:00Z,1641-12-27T00:00:00Z,,,,,Francis,
http://www.wikidata.org/entity/Q698681,Francis van Aarssens,City of Brussels,male,Dutch Republic,ambassador,,,,Q66758520,,Dutch,curator,,,,,,,,,1572-09-27T00:00:00Z,1641-12-27T00:00:00Z,,,,,Francis,
http://www.wikidata.org/entity/Q698681,Francis van Aarssens,City of Brussels,male,Dutch Republic,ambassador,,,,Q66758550,,Dutch,curator,,,,,,,,,1572-09-27T00:00:00Z,1641-12-27T00:00:00Z,,,,,Francis,
http://www.wikidata.org/entity/Q698681,Francis van Aarssens,City of Brussels,male,Dutch Republic,ambassador,,,,Q66758583,,Dutch,landlord,,,,,,,,,1572-09-27T00:00:00Z,1641-12-27T00:00:00Z,,,,,Francois,
http://www.wikidata.org/entity/Q698681,Francis van Aarssens,City of Brussels,male,Dutch Republic,ambassador,,,,Q66758520,,Dutch,curator,,,,,,,,,1572-09-27T00:00:00Z,1641-12-27T00:00:00Z,,,,,Francois,
http://www.wikidata.org/entity/Q698681,Francis van Aarssens,City of Brussels,male,Dutch Republic,ambassador,,,,Q66758550,,Dutch,curator,,,,,,,,,1572-09-27T00:00:00Z,1641-12-27T00:00:00Z,,,,,Francois,
http://www.wikidata.org/entity/Q698681,Francis van Aarssens,City of Brussels,male,Dutch Republic,ambassador,,,,Q66758583,,Dutch,curator,,,,,,,,,1572-09-27T00:00:00Z,1641-12-27T00:00:00Z,,,,,François,
http://www.wikidata.org/entity/Q698681,Francis van Aarssens,City of Brussels,male,Dutch Republic,ambassador,,,,Q66758520,,Dutch,aristocrat,,,,,,,,,1572-09-27T00:00:00Z,1641-12-27T00:00:00Z,,,,,François,
http://www.wikidata.org/entity/Q698681,Francis van Aarssens,City of Brussels,male,Dutch Republic,ambassador,,,,Q66758550,,Dutch,aristocrat,,,,,,,,,1572-09-27T00:00:00Z,1641-12-27T00:00:00Z,,,,,François,
http://www.wikidata.org/entity/Q698681,Francis van Aarssens,City of Brussels,male,Dutch Republic,ambassador,,,,Q66758583,,Dutch,aristocrat,,,,,,,,,1572-09-27T00:00:00Z,1641-12-27T00:00:00Z,,,,,François,
http://www.wikidata.org/entity/Q698681,Francis van Aarssens,City of Brussels,male,Dutch Republic,ambassador,,,,Q66758583,,Dutch,curator,,,,,,,,,1572-09-27T00:00:00Z,1641-12-27T00:00:00Z,,,,,Francis,
http://www.wikidata.org/entity/Q698681,Francis van Aarssens,City of Brussels,male,Dutch Republic,ambassador,,,,Q66758520,,Dutch,aristocrat,,,,,,,,,1572-09-27T00:00:00Z,1641-12-27T00:00:00Z,,,,,Francis,
http://www.wikidata.org/entity/Q698681,Francis van Aarssens,City of Brussels,male,Dutch Republic,ambassador,,,,Q66758550,,Dutch,aristocrat,,,,,,,,,1572-09-27T00:00:00Z,1641-12-27T00:00:00Z,,,,,Francis,
http://www.wikidata.org/entity/Q698681,Francis van Aarssens,City of Brussels,male,Dutch Republic,ambassador,,,,Q66758583,,Dutch,aristocrat,,,,,,,,,1572-09-27T00:00:00Z,1641-12-27T00:00:00Z,,,,,Francis,
http://www.wikidata.org/entity/Q698681,Francis van Aarssens,City of Brussels,male,Dutch Republic,ambassador,,,,Q66758583,,Dutch,curator,,,,,,,,,1572-09-27T00:00:00Z,1641-12-27T00:00:00Z,,,,,Francois,
http://www.wikidata.org/entity/Q698681,Francis van Aarssens,City of Brussels,male,Dutch Republic,ambassador,,,,Q66758520,,Dutch,aristocrat,,,,,,,,,1572-09-27T00:00:00Z,1641-12-27T00:00:00Z,,,,,Francois,
http://www.wikidata.org/entity/Q698681,Francis van Aarssens,City of Brussels,male,Dutch Republic,ambassador,,,,Q66758550,,Dutch,aristocrat,,,,,,,,,1572-09-27T00:00:00Z,1641-12-27T00:00:00Z,,,,,Francois,
http://www.wikidata.org/entity/Q698681,Francis van Aarssens,City of Brussels,male,Dutch Republic,ambassador,,,,Q66758583,,Dutch,aristocrat,,,,,,,,,1572-09-27T00:00:00Z,1641-12-27T00:00:00Z,,,,,Francois,
http://www.wikidata.org/entity/Q3081850,Francisco García Escalero,Madrid,male,Spain,,,,,,,,serial killer,,,,,,,,,1954-05-21T00:00:00Z,2014-08-19T00:00:00Z,,,,García,Francisco,
http://www.wikidata.org/entity/Q3081850,Francisco García Escalero,Madrid,male,Spain,,,,,,,,rapist,,,,,,,,,1954-05-21T00:00:00Z,2014-08-19T00:00:00Z,,,,García,Francisco,
http://www.wikidata.org/entity/Q3081850,Francisco García Escalero,Madrid,male,Spain,,,,,,,,serial killer,,,,,,,,,1954-05-24T00:00:00Z,2014-08-19T00:00:00Z,,,,García,Francisco,
http://www.wikidata.org/entity/Q3081850,Francisco García Escalero,Madrid,male,Spain,,,,,,,,serial killer,,,,,,,,,1954-05-21T00:00:00Z,2014-08-19T00:00:00Z,,,,García,García,
http://www.wikidata.org/entity/Q3081850,Francisco García Escalero,Madrid,male,Spain,,,,,,,,rapist,,,,,,,,,1954-05-21T00:00:00Z,2014-08-19T00:00:00Z,,,,García,García,
http://www.wikidata.org/entity/Q3081850,Francisco García Escalero,Madrid,male,Spain,,,,,,,,serial killer,,,,,,,,,1954-05-24T00:00:00Z,2014-08-19T00:00:00Z,,,,García,García,
http://www.wikidata.org/entity/Q3081850,Francisco García Escalero,Madrid,male,Spain,,,,,,,,serial killer,,,,,,,,,1954-05-21T00:00:00Z,2014-08-19T00:00:00Z,,,,Escalero,Francisco,
http://www.wikidata.org/entity/Q3081850,Francisco García Escalero,Madrid,male,Spain,,,,,,,,rapist,,,,,,,,,1954-05-21T00:00:00Z,2014-08-19T00:00:00Z,,,,Escalero,Francisco,
http://www.wikidata.org/entity/Q3081850,Francisco García Escalero,Madrid,male,Spain,,,,,,,,serial killer,,,,,,,,,1954-05-24T00:00:00Z,2014-08-19T00:00:00Z,,,,Escalero,Francisco,
http://www.wikidata.org/entity/Q3081850,Francisco García Escalero,Madrid,male,Spain,,,,,,,,serial killer,,,,,,,,,1954-05-21T00:00:00Z,2014-08-19T00:00:00Z,,,,Escalero,García,
http://www.wikidata.org/entity/Q3081850,Francisco García Escalero,Madrid,male,Spain,,,,,,,,rapist,,,,,,,,,1954-05-21T00:00:00Z,2014-08-19T00:00:00Z,,,,Escalero,García,
http://www.wikidata.org/entity/Q3081850,Francisco García Escalero,Madrid,male,Spain,,,,,,,,serial killer,,,,,,,,,1954-05-24T00:00:00Z,2014-08-19T00:00:00Z,,,,Escalero,García,
http://www.wikidata.org/entity/Q3081850,Francisco García Escalero,Madrid,male,Spain,,,,,,,,rapist,,,,,,,,,1954-05-24T00:00:00Z,2014-08-19T00:00:00Z,,,,García,Francisco,
http://www.wikidata.org/entity/Q3081850,Francisco García Escalero,Madrid,male,Spain,,,,,,,,rapist,,,,,,,,,1954-05-24T00:00:00Z,2014-08-19T00:00:00Z,,,,Escalero,Francisco,
http://www.wikidata.org/entity/Q3081850,Francisco García Escalero,Madrid,male,Spain,,,,,,,,rapist,,,,,,,,,1954-05-24T00:00:00Z,2014-08-19T00:00:00Z,,,,García,García,
http://www.wikidata.org/entity/Q3081850,Francisco García Escalero,Madrid,male,Spain,,,,,,,,rapist,,,,,,,,,1954-05-24T00:00:00Z,2014-08-19T00:00:00Z,,,,Escalero,García,
http://www.wikidata.org/entity/Q505876,Francisco J. Ayala,Madrid,male,Spain,,,,University of Salamanca,,,,philosopher,,,Catholic Church,,,,Doctor of Philosophy,Irvine,1934-03-12T00:00:00Z,2023-03-05T00:00:00Z,,,,Ayala,Francisco,
http://www.wikidata.org/entity/Q505876,Francisco J. Ayala,Madrid,male,United States of America,,,,University of Salamanca,,,,philosopher,,,Catholic Church,,,,Doctor of Philosophy,Irvine,1934-03-12T00:00:00Z,2023-03-05T00:00:00Z,,,,Ayala,Francisco,
http://www.wikidata.org/entity/Q505876,Francisco J. Ayala,Madrid,male,Spain,,,,University of Salamanca,,,,philosopher,,,Catholic Church,,,,Doctor of Philosophy,Irvine,1934-03-12T00:00:00Z,2023-03-05T00:00:00Z,,,,Ayala,Francisco José,
http://www.wikidata.org/entity/Q505876,Francisco J. Ayala,Madrid,male,United States of America,,,,University of Salamanca,,,,philosopher,,,Catholic Church,,,,Doctor of Philosophy,Irvine,1934-03-12T00:00:00Z,2023-03-05T00:00:00Z,,,,Ayala,Francisco José,
http://www.wikidata.org/entity/Q505876,Francisco J. Ayala,Madrid,male,Spain,,,,Columbia University,,,,biologist,,,Catholic Church,,,,Doctor of Philosophy,Irvine,1934-03-12T00:00:00Z,2023-03-05T00:00:00Z,,,,Ayala,Francisco,
http://www.wikidata.org/entity/Q505876,Francisco J. Ayala,Madrid,male,United States of America,,,,Columbia University,,,,biologist,,,Catholic Church,,,,Doctor of Philosophy,Irvine,1934-03-12T00:00:00Z,2023-03-05T00:00:00Z,,,,Ayala,Francisco,
http://www.wikidata.org/entity/Q505876,Francisco J. Ayala,Madrid,male,Spain,,,,Complutense University of Madrid,,,,biologist,,,Catholic Church,,,,Doctor of Philosophy,Irvine,1934-03-12T00:00:00Z,2023-03-05T00:00:00Z,,,,Ayala,Francisco,
http://www.wikidata.org/entity/Q505876,Francisco J. Ayala,Madrid,male,United States of America,,,,Complutense University of Madrid,,,,biologist,,,Catholic Church,,,,Doctor of Philosophy,Irvine,1934-03-12T00:00:00Z,2023-03-05T00:00:00Z,,,,Ayala,Francisco,
http://www.wikidata.org/entity/Q505876,Francisco J. Ayala,Madrid,male,Spain,,,,University of Salamanca,,,,biologist,,,Catholic Church,,,,Doctor of Philosophy,Irvine,1934-03-12T00:00:00Z,2023-03-05T00:00:00Z,,,,Ayala,Francisco,
http://www.wikidata.org/entity/Q505876,Francisco J. Ayala,Madrid,male,United States of America,,,,University of Salamanca,,,,biologist,,,Catholic Church,,,,Doctor of Philosophy,Irvine,1934-03-12T00:00:00Z,2023-03-05T00:00:00Z,,,,Ayala,Francisco,
http://www.wikidata.org/entity/Q505876,Francisco J. Ayala,Madrid,male,Spain,,,,Columbia University,,,,university teacher,,,Catholic Church,,,,Doctor of Philosophy,Irvine,1934-03-12T00:00:00Z,2023-03-05T00:00:00Z,,,,Ayala,Francisco,
http://www.wikidata.org/entity/Q505876,Francisco J. Ayala,Madrid,male,United States of America,,,,Columbia University,,,,university teacher,,,Catholic Church,,,,Doctor of Philosophy,Irvine,1934-03-12T00:00:00Z,2023-03-05T00:00:00Z,,,,Ayala,Francisco,
http://www.wikidata.org/entity/Q505876,Francisco J. Ayala,Madrid,male,Spain,,,,Complutense University of Madrid,,,,university teacher,,,Catholic Church,,,,Doctor of Philosophy,Irvine,1934-03-12T00:00:00Z,2023-03-05T00:00:00Z,,,,Ayala,Francisco,
http://www.wikidata.org/entity/Q505876,Francisco J. Ayala,Madrid,male,United States of America,,,,Complutense University of Madrid,,,,university teacher,,,Catholic Church,,,,Doctor of Philosophy,Irvine,1934-03-12T00:00:00Z,2023-03-05T00:00:00Z,,,,Ayala,Francisco,
http://www.wikidata.org/entity/Q505876,Francisco J. Ayala,Madrid,male,Spain,,,,University of Salamanca,,,,university teacher,,,Catholic Church,,,,Doctor of Philosophy,Irvine,1934-03-12T00:00:00Z,2023-03-05T00:00:00Z,,,,Ayala,Francisco,
http://www.wikidata.org/entity/Q505876,Francisco J. Ayala,Madrid,male,United States of America,,,,University of Salamanca,,,,university teacher,,,Catholic Church,,,,Doctor of Philosophy,Irvine,1934-03-12T00:00:00Z,2023-03-05T00:00:00Z,,,,Ayala,Francisco,
http://www.wikidata.org/entity/Q505876,Francisco J. Ayala,Madrid,male,Spain,,,,Columbia University,,,,geneticist,,,Catholic Church,,,,Doctor of Philosophy,Irvine,1934-03-12T00:00:00Z,2023-03-05T00:00:00Z,,,,Ayala,Francisco,
http://www.wikidata.org/entity/Q505876,Francisco J. Ayala,Madrid,male,United States of America,,,,Columbia University,,,,geneticist,,,Catholic Church,,,,Doctor of Philosophy,Irvine,1934-03-12T00:00:00Z,2023-03-05T00:00:00Z,,,,Ayala,Francisco,
http://www.wikidata.org/entity/Q505876,Francisco J. Ayala,Madrid,male,Spain,,,,Complutense University of Madrid,,,,geneticist,,,Catholic Church,,,,Doctor of Philosophy,Irvine,1934-03-12T00:00:00Z,2023-03-05T00:00:00Z,,,,Ayala,Francisco,
http://www.wikidata.org/entity/Q505876,Francisco J. Ayala,Madrid,male,United States of America,,,,Complutense University of Madrid,,,,geneticist,,,Catholic Church,,,,Doctor of Philosophy,Irvine,1934-03-12T00:00:00Z,2023-03-05T00:00:00Z,,,,Ayala,Francisco,
http://www.wikidata.org/entity/Q505876,Francisco J. Ayala,Madrid,male,Spain,,,,University of Salamanca,,,,geneticist,,,Catholic Church,,,,Doctor of Philosophy,Irvine,1934-03-12T00:00:00Z,2023-03-05T00:00:00Z,,,,Ayala,Francisco,
http://www.wikidata.org/entity/Q505876,Francisco J. Ayala,Madrid,male,United States of America,,,,University of Salamanca,,,,geneticist,,,Catholic Church,,,,Doctor of Philosophy,Irvine,1934-03-12T00:00:00Z,2023-03-05T00:00:00Z,,,,Ayala,Francisco,
http://www.wikidata.org/entity/Q505876,Francisco J. Ayala,Madrid,male,Spain,,,,Columbia University,,,,philosopher,,,Catholic Church,,,,Doctor of Philosophy,Irvine,1934-03-12T00:00:00Z,2023-03-05T00:00:00Z,,,,Ayala,Francisco,
http://www.wikidata.org/entity/Q505876,Francisco J. Ayala,Madrid,male,United States of America,,,,Columbia University,,,,philosopher,,,Catholic Church,,,,Doctor of Philosophy,Irvine,1934-03-12T00:00:00Z,2023-03-05T00:00:00Z,,,,Ayala,Francisco,
http://www.wikidata.org/entity/Q505876,Francisco J. Ayala,Madrid,male,Spain,,,,Complutense University of Madrid,,,,philosopher,,,Catholic Church,,,,Doctor of Philosophy,Irvine,1934-03-12T00:00:00Z,2023-03-05T00:00:00Z,,,,Ayala,Francisco,
http://www.wikidata.org/entity/Q505876,Francisco J. Ayala,Madrid,male,United States of America,,,,Complutense University of Madrid,,,,philosopher,,,Catholic Church,,,,Doctor of Philosophy,Irvine,1934-03-12T00:00:00Z,2023-03-05T00:00:00Z,,,,Ayala,Francisco,
http://www.wikidata.org/entity/Q505876,Francisco J. Ayala,Madrid,male,Spain,,,,Columbia University,,,,biologist,,,Catholic Church,,,,Doctor of Philosophy,Irvine,1934-03-12T00:00:00Z,2023-03-05T00:00:00Z,,,,Ayala,Francisco José,
http://www.wikidata.org/entity/Q505876,Francisco J. Ayala,Madrid,male,United States of America,,,,Columbia University,,,,biologist,,,Catholic Church,,,,Doctor of Philosophy,Irvine,1934-03-12T00:00:00Z,2023-03-05T00:00:00Z,,,,Ayala,Francisco José,
http://www.wikidata.org/entity/Q505876,Francisco J. Ayala,Madrid,male,Spain,,,,Complutense University of Madrid,,,,biologist,,,Catholic Church,,,,Doctor of Philosophy,Irvine,1934-03-12T00:00:00Z,2023-03-05T00:00:00Z,,,,Ayala,Francisco José,
http://www.wikidata.org/entity/Q505876,Francisco J. Ayala,Madrid,male,United States of America,,,,Complutense University of Madrid,,,,biologist,,,Catholic Church,,,,Doctor of Philosophy,Irvine,1934-03-12T00:00:00Z,2023-03-05T00:00:00Z,,,,Ayala,Francisco José,
