person,personLabel,Property27Label,Property28Label,Property29Label,Property30Label,Property31Label,Property32Label,Property33Label,Property34Label,Property35Label,Property36Label,Property37Label,Property38Label,Property39Label,Property40Label,Property41Label,Property42Label,Property43Label,Property44Label,Property45Label,Property46Label,Property47Label,Property48Label,Property49Label,Property50Label,Property51Label,Property52Label
http://www.wikidata.org/entity/Q10738,Dwayne Johnson,The Rock,Fast Five,,,,,COVID-19,,,,,English,,Dwayne Douglas Johnson,,,140000000,college football,,,,,,,,
http://www.wikidata.org/entity/Q10738,Dwayne Johnson,The Rock,The Scorpion King,,,,,COVID-19,,,,,English,,Dwayne Douglas Johnson,,,140000000,college football,,,,,,,,
http://www.wikidata.org/entity/Q10738,Dwayne Johnson,The Rock,Fast & Furious 6,,,,,COVID-19,,,,,English,,Dwayne Douglas Johnson,,,140000000,college football,,,,,,,,
http://www.wikidata.org/entity/Q10738,Dwayne Johnson,The Rock,Furious 7,,,,,COVID-19,,,,,English,,Dwayne Douglas Johnson,,,140000000,college football,,,,,,,,
http://www.wikidata.org/entity/Q10738,Dwayne Johnson,The Rock,Moana,,,,,COVID-19,,,,,English,,Dwayne Douglas Johnson,,,140000000,college football,,,,,,,,
http://www.wikidata.org/entity/Q10738,Dwayne Johnson,The Rock,Rampage,,,,,COVID-19,,,,,English,,Dwayne Douglas Johnson,,,140000000,college football,,,,,,,,
http://www.wikidata.org/entity/Q10738,Dwayne Johnson,The Rock,Skyscraper,,,,,COVID-19,,,,,English,,Dwayne Douglas Johnson,,,140000000,college football,,,,,,,,
http://www.wikidata.org/entity/Q10738,Dwayne Johnson,The Rock,Red Notice,,,,,COVID-19,,,,,English,,Dwayne Douglas Johnson,,,140000000,college football,,,,,,,,
http://www.wikidata.org/entity/Q12003,Cher,Bonnie Joe Mason,,,,,,,,voice,,Sonny Bono,English,,Cherilyn Sarkisian,,,,,,,,,,,,
http://www.wikidata.org/entity/Q12003,Cher,Cher,,,,,,,,voice,,Sonny Bono,English,,Cherilyn Sarkisian,,,,,,,,,,,,
http://www.wikidata.org/entity/Q12003,Cher,Bonnie Joe Mason,,,,,,,,voice,,Gregg Allman,English,,Cherilyn Sarkisian,,,,,,,,,,,,
http://www.wikidata.org/entity/Q12003,Cher,Cher,,,,,,,,voice,,Gregg Allman,English,,Cherilyn Sarkisian,,,,,,,,,,,,
http://www.wikidata.org/entity/Q12003,Cher,Bonnie Joe Mason,,,,,,,,voice,,Sonny Bono,American English,,Cherilyn Sarkisian,,,,,,,,,,,,
http://www.wikidata.org/entity/Q12003,Cher,Cher,,,,,,,,voice,,Sonny Bono,American English,,Cherilyn Sarkisian,,,,,,,,,,,,
http://www.wikidata.org/entity/Q12003,Cher,Bonnie Joe Mason,,,,,,,,voice,,Gregg Allman,American English,,Cherilyn Sarkisian,,,,,,,,,,,,
http://www.wikidata.org/entity/Q12003,Cher,Cher,,,,,,,,voice,,Gregg Allman,American English,,Cherilyn Sarkisian,,,,,,,,,,,,
http://www.wikidata.org/entity/Q12857,Daniel Tammet,,Born on a Blue Day,,,,,synesthesia,,,,,Esperanto,,Daniel Paul Corney,,,,,,,,,,,,
http://www.wikidata.org/entity/Q12857,Daniel Tammet,,Embracing the Wide Sky,,,,,synesthesia,,,,,Esperanto,,Daniel Paul Corney,,,,,,,,,,,,
http://www.wikidata.org/entity/Q12857,Daniel Tammet,,Every Word is a Bird We Teach to Sing,,,,,synesthesia,,,,,Esperanto,,Daniel Paul Corney,,,,,,,,,,,,
http://www.wikidata.org/entity/Q12857,Daniel Tammet,,Born on a Blue Day,,,,,Asperger syndrome,,,,,Esperanto,,Daniel Paul Corney,,,,,,,,,,,,
http://www.wikidata.org/entity/Q12857,Daniel Tammet,,Embracing the Wide Sky,,,,,Asperger syndrome,,,,,Esperanto,,Daniel Paul Corney,,,,,,,,,,,,
http://www.wikidata.org/entity/Q12857,Daniel Tammet,,Every Word is a Bird We Teach to Sing,,,,,Asperger syndrome,,,,,Esperanto,,Daniel Paul Corney,,,,,,,,,,,,
http://www.wikidata.org/entity/Q12857,Daniel Tammet,,Born on a Blue Day,,,,,savant syndrome,,,,,Esperanto,,Daniel Paul Corney,,,,,,,,,,,,
http://www.wikidata.org/entity/Q12857,Daniel Tammet,,Embracing the Wide Sky,,,,,savant syndrome,,,,,Esperanto,,Daniel Paul Corney,,,,,,,,,,,,
http://www.wikidata.org/entity/Q12857,Daniel Tammet,,Every Word is a Bird We Teach to Sing,,,,,savant syndrome,,,,,Esperanto,,Daniel Paul Corney,,,,,,,,,,,,
http://www.wikidata.org/entity/Q12857,Daniel Tammet,,Born on a Blue Day,,,,,synesthesia,,,,,French,,Daniel Paul Corney,,,,,,,,,,,,
http://www.wikidata.org/entity/Q12857,Daniel Tammet,,Embracing the Wide Sky,,,,,synesthesia,,,,,French,,Daniel Paul Corney,,,,,,,,,,,,
http://www.wikidata.org/entity/Q12857,Daniel Tammet,,Every Word is a Bird We Teach to Sing,,,,,synesthesia,,,,,French,,Daniel Paul Corney,,,,,,,,,,,,
http://www.wikidata.org/entity/Q12857,Daniel Tammet,,Born on a Blue Day,,,,,Asperger syndrome,,,,,French,,Daniel Paul Corney,,,,,,,,,,,,
http://www.wikidata.org/entity/Q12857,Daniel Tammet,,Embracing the Wide Sky,,,,,Asperger syndrome,,,,,French,,Daniel Paul Corney,,,,,,,,,,,,
http://www.wikidata.org/entity/Q12857,Daniel Tammet,,Every Word is a Bird We Teach to Sing,,,,,Asperger syndrome,,,,,French,,Daniel Paul Corney,,,,,,,,,,,,
http://www.wikidata.org/entity/Q12857,Daniel Tammet,,Born on a Blue Day,,,,,savant syndrome,,,,,French,,Daniel Paul Corney,,,,,,,,,,,,
http://www.wikidata.org/entity/Q12857,Daniel Tammet,,Embracing the Wide Sky,,,,,savant syndrome,,,,,French,,Daniel Paul Corney,,,,,,,,,,,,
http://www.wikidata.org/entity/Q12857,Daniel Tammet,,Every Word is a Bird We Teach to Sing,,,,,savant syndrome,,,,,French,,Daniel Paul Corney,,,,,,,,,,,,
http://www.wikidata.org/entity/Q12857,Daniel Tammet,,Born on a Blue Day,,,,,synesthesia,,,,,German,,Daniel Paul Corney,,,,,,,,,,,,
http://www.wikidata.org/entity/Q12857,Daniel Tammet,,Embracing the Wide Sky,,,,,synesthesia,,,,,German,,Daniel Paul Corney,,,,,,,,,,,,
http://www.wikidata.org/entity/Q12857,Daniel Tammet,,Every Word is a Bird We Teach to Sing,,,,,synesthesia,,,,,German,,Daniel Paul Corney,,,,,,,,,,,,
http://www.wikidata.org/entity/Q12857,Daniel Tammet,,Born on a Blue Day,,,,,Asperger syndrome,,,,,German,,Daniel Paul Corney,,,,,,,,,,,,
http://www.wikidata.org/entity/Q12857,Daniel Tammet,,Embracing the Wide Sky,,,,,Asperger syndrome,,,,,German,,Daniel Paul Corney,,,,,,,,,,,,
http://www.wikidata.org/entity/Q12857,Daniel Tammet,,Every Word is a Bird We Teach to Sing,,,,,Asperger syndrome,,,,,German,,Daniel Paul Corney,,,,,,,,,,,,
http://www.wikidata.org/entity/Q12857,Daniel Tammet,,Born on a Blue Day,,,,,savant syndrome,,,,,German,,Daniel Paul Corney,,,,,,,,,,,,
http://www.wikidata.org/entity/Q12857,Daniel Tammet,,Embracing the Wide Sky,,,,,savant syndrome,,,,,German,,Daniel Paul Corney,,,,,,,,,,,,
http://www.wikidata.org/entity/Q12857,Daniel Tammet,,Every Word is a Bird We Teach to Sing,,,,,savant syndrome,,,,,German,,Daniel Paul Corney,,,,,,,,,,,,
http://www.wikidata.org/entity/Q12857,Daniel Tammet,,Born on a Blue Day,,,,,synesthesia,,,,,Icelandic,,Daniel Paul Corney,,,,,,,,,,,,
http://www.wikidata.org/entity/Q12857,Daniel Tammet,,Embracing the Wide Sky,,,,,synesthesia,,,,,Icelandic,,Daniel Paul Corney,,,,,,,,,,,,
http://www.wikidata.org/entity/Q12857,Daniel Tammet,,Every Word is a Bird We Teach to Sing,,,,,synesthesia,,,,,Icelandic,,Daniel Paul Corney,,,,,,,,,,,,
http://www.wikidata.org/entity/Q12857,Daniel Tammet,,Born on a Blue Day,,,,,Asperger syndrome,,,,,Icelandic,,Daniel Paul Corney,,,,,,,,,,,,
http://www.wikidata.org/entity/Q12857,Daniel Tammet,,Embracing the Wide Sky,,,,,Asperger syndrome,,,,,Icelandic,,Daniel Paul Corney,,,,,,,,,,,,
http://www.wikidata.org/entity/Q12857,Daniel Tammet,,Every Word is a Bird We Teach to Sing,,,,,Asperger syndrome,,,,,Icelandic,,Daniel Paul Corney,,,,,,,,,,,,
http://www.wikidata.org/entity/Q12857,Daniel Tammet,,Born on a Blue Day,,,,,savant syndrome,,,,,Icelandic,,Daniel Paul Corney,,,,,,,,,,,,
http://www.wikidata.org/entity/Q12857,Daniel Tammet,,Embracing the Wide Sky,,,,,savant syndrome,,,,,Icelandic,,Daniel Paul Corney,,,,,,,,,,,,
http://www.wikidata.org/entity/Q12857,Daniel Tammet,,Every Word is a Bird We Teach to Sing,,,,,savant syndrome,,,,,Icelandic,,Daniel Paul Corney,,,,,,,,,,,,
http://www.wikidata.org/entity/Q12857,Daniel Tammet,,Born on a Blue Day,,,,,synesthesia,,,,,Spanish,,Daniel Paul Corney,,,,,,,,,,,,
http://www.wikidata.org/entity/Q12857,Daniel Tammet,,Embracing the Wide Sky,,,,,synesthesia,,,,,Spanish,,Daniel Paul Corney,,,,,,,,,,,,
http://www.wikidata.org/entity/Q12857,Daniel Tammet,,Every Word is a Bird We Teach to Sing,,,,,synesthesia,,,,,Spanish,,Daniel Paul Corney,,,,,,,,,,,,
http://www.wikidata.org/entity/Q12857,Daniel Tammet,,Born on a Blue Day,,,,,Asperger syndrome,,,,,Spanish,,Daniel Paul Corney,,,,,,,,,,,,
http://www.wikidata.org/entity/Q12857,Daniel Tammet,,Embracing the Wide Sky,,,,,Asperger syndrome,,,,,Spanish,,Daniel Paul Corney,,,,,,,,,,,,
http://www.wikidata.org/entity/Q12857,Daniel Tammet,,Every Word is a Bird We Teach to Sing,,,,,Asperger syndrome,,,,,Spanish,,Daniel Paul Corney,,,,,,,,,,,,
http://www.wikidata.org/entity/Q12857,Daniel Tammet,,Born on a Blue Day,,,,,savant syndrome,,,,,Spanish,,Daniel Paul Corney,,,,,,,,,,,,
http://www.wikidata.org/entity/Q12857,Daniel Tammet,,Embracing the Wide Sky,,,,,savant syndrome,,,,,Spanish,,Daniel Paul Corney,,,,,,,,,,,,
http://www.wikidata.org/entity/Q12857,Daniel Tammet,,Every Word is a Bird We Teach to Sing,,,,,savant syndrome,,,,,Spanish,,Daniel Paul Corney,,,,,,,,,,,,
http://www.wikidata.org/entity/Q12857,Daniel Tammet,,Born on a Blue Day,,,,,synesthesia,,,,,Finnish,,Daniel Paul Corney,,,,,,,,,,,,
http://www.wikidata.org/entity/Q12857,Daniel Tammet,,Embracing the Wide Sky,,,,,synesthesia,,,,,Finnish,,Daniel Paul Corney,,,,,,,,,,,,
http://www.wikidata.org/entity/Q12857,Daniel Tammet,,Every Word is a Bird We Teach to Sing,,,,,synesthesia,,,,,Finnish,,Daniel Paul Corney,,,,,,,,,,,,
http://www.wikidata.org/entity/Q12857,Daniel Tammet,,Born on a Blue Day,,,,,Asperger syndrome,,,,,Finnish,,Daniel Paul Corney,,,,,,,,,,,,
http://www.wikidata.org/entity/Q12857,Daniel Tammet,,Embracing the Wide Sky,,,,,Asperger syndrome,,,,,Finnish,,Daniel Paul Corney,,,,,,,,,,,,
http://www.wikidata.org/entity/Q12857,Daniel Tammet,,Every Word is a Bird We Teach to Sing,,,,,Asperger syndrome,,,,,Finnish,,Daniel Paul Corney,,,,,,,,,,,,
http://www.wikidata.org/entity/Q12857,Daniel Tammet,,Born on a Blue Day,,,,,savant syndrome,,,,,Finnish,,Daniel Paul Corney,,,,,,,,,,,,
http://www.wikidata.org/entity/Q12857,Daniel Tammet,,Embracing the Wide Sky,,,,,savant syndrome,,,,,Finnish,,Daniel Paul Corney,,,,,,,,,,,,
http://www.wikidata.org/entity/Q12857,Daniel Tammet,,Every Word is a Bird We Teach to Sing,,,,,savant syndrome,,,,,Finnish,,Daniel Paul Corney,,,,,,,,,,,,
http://www.wikidata.org/entity/Q12857,Daniel Tammet,,Born on a Blue Day,,,,,synesthesia,,,,,English,,Daniel Paul Corney,,,,,,,,,,,,
http://www.wikidata.org/entity/Q12857,Daniel Tammet,,Embracing the Wide Sky,,,,,synesthesia,,,,,English,,Daniel Paul Corney,,,,,,,,,,,,
http://www.wikidata.org/entity/Q862,Joseph Brodsky,,Gorbunov and Gorchakov,,,,,,natural causes,,,,English,,,,,,,,,,,,,,
http://www.wikidata.org/entity/Q862,Joseph Brodsky,,Gorbunov and Gorchakov,,,,,,natural causes,,,,Russian,,,,,,,,,,,,,,
http://www.wikidata.org/entity/Q2567,Richard von Weizsäcker,,,,,,,,,,,,German,,Richard Karl Freiherr von Weizsäcker,,,,,,,,,,,,
http://www.wikidata.org/entity/Q5809,Che Guevara,Ramón,Guerrilla Warfare,,,,,asthma,homicide,,,,Spanish,Che Guevara,Ernesto Guevara,,brown hair,,,,poetry,,,,,,
http://www.wikidata.org/entity/Q5809,Che Guevara,Pelado,Guerrilla Warfare,,,,,asthma,homicide,,,,Spanish,Che Guevara,Ernesto Guevara,,brown hair,,,,poetry,,,,,,
http://www.wikidata.org/entity/Q5809,Che Guevara,Che,Guerrilla Warfare,,,,,asthma,homicide,,,,Spanish,Che Guevara,Ernesto Guevara,,brown hair,,,,poetry,,,,,,
http://www.wikidata.org/entity/Q5809,Che Guevara,Fuser,Guerrilla Warfare,,,,,asthma,homicide,,,,Spanish,Che Guevara,Ernesto Guevara,,brown hair,,,,poetry,,,,,,
http://www.wikidata.org/entity/Q5809,Che Guevara,Tatu,Guerrilla Warfare,,,,,asthma,homicide,,,,Spanish,Che Guevara,Ernesto Guevara,,brown hair,,,,poetry,,,,,,
http://www.wikidata.org/entity/Q5809,Che Guevara,Adolfo Mena González,Guerrilla Warfare,,,,,asthma,homicide,,,,Spanish,Che Guevara,Ernesto Guevara,,brown hair,,,,poetry,,,,,,
http://www.wikidata.org/entity/Q5809,Che Guevara,Chancho,Guerrilla Warfare,,,,,asthma,homicide,,,,Spanish,Che Guevara,Ernesto Guevara,,brown hair,,,,poetry,,,,,,
http://www.wikidata.org/entity/Q5809,Che Guevara,Chang-Cho,Guerrilla Warfare,,,,,asthma,homicide,,,,Spanish,Che Guevara,Ernesto Guevara,,brown hair,,,,poetry,,,,,,
http://www.wikidata.org/entity/Q5809,Che Guevara,Fernando Sacamuelas,Guerrilla Warfare,,,,,asthma,homicide,,,,Spanish,Che Guevara,Ernesto Guevara,,brown hair,,,,poetry,,,,,,
http://www.wikidata.org/entity/Q5809,Che Guevara,Furibundo Serna,Guerrilla Warfare,,,,,asthma,homicide,,,,Spanish,Che Guevara,Ernesto Guevara,,brown hair,,,,poetry,,,,,,
http://www.wikidata.org/entity/Q5809,Che Guevara,Luís Hernández Gálvez,Guerrilla Warfare,,,,,asthma,homicide,,,,Spanish,Che Guevara,Ernesto Guevara,,brown hair,,,,poetry,,,,,,
http://www.wikidata.org/entity/Q5809,Che Guevara,Teté,Guerrilla Warfare,,,,,asthma,homicide,,,,Spanish,Che Guevara,Ernesto Guevara,,brown hair,,,,poetry,,,,,,
http://www.wikidata.org/entity/Q5809,Che Guevara,Ramón,The Bolivian diary,,,,,asthma,homicide,,,,Spanish,Che Guevara,Ernesto Guevara,,brown hair,,,,poetry,,,,,,
http://www.wikidata.org/entity/Q5809,Che Guevara,Pelado,The Bolivian diary,,,,,asthma,homicide,,,,Spanish,Che Guevara,Ernesto Guevara,,brown hair,,,,poetry,,,,,,
http://www.wikidata.org/entity/Q5809,Che Guevara,Che,The Bolivian diary,,,,,asthma,homicide,,,,Spanish,Che Guevara,Ernesto Guevara,,brown hair,,,,poetry,,,,,,
http://www.wikidata.org/entity/Q5809,Che Guevara,Fuser,The Bolivian diary,,,,,asthma,homicide,,,,Spanish,Che Guevara,Ernesto Guevara,,brown hair,,,,poetry,,,,,,
http://www.wikidata.org/entity/Q5809,Che Guevara,Tatu,The Bolivian diary,,,,,asthma,homicide,,,,Spanish,Che Guevara,Ernesto Guevara,,brown hair,,,,poetry,,,,,,
http://www.wikidata.org/entity/Q5809,Che Guevara,Adolfo Mena González,The Bolivian diary,,,,,asthma,homicide,,,,Spanish,Che Guevara,Ernesto Guevara,,brown hair,,,,poetry,,,,,,
http://www.wikidata.org/entity/Q5809,Che Guevara,Chancho,The Bolivian diary,,,,,asthma,homicide,,,,Spanish,Che Guevara,Ernesto Guevara,,brown hair,,,,poetry,,,,,,
http://www.wikidata.org/entity/Q5809,Che Guevara,Chang-Cho,The Bolivian diary,,,,,asthma,homicide,,,,Spanish,Che Guevara,Ernesto Guevara,,brown hair,,,,poetry,,,,,,
http://www.wikidata.org/entity/Q5809,Che Guevara,Fernando Sacamuelas,The Bolivian diary,,,,,asthma,homicide,,,,Spanish,Che Guevara,Ernesto Guevara,,brown hair,,,,poetry,,,,,,
http://www.wikidata.org/entity/Q5809,Che Guevara,Furibundo Serna,The Bolivian diary,,,,,asthma,homicide,,,,Spanish,Che Guevara,Ernesto Guevara,,brown hair,,,,poetry,,,,,,
http://www.wikidata.org/entity/Q5809,Che Guevara,Luís Hernández Gálvez,The Bolivian diary,,,,,asthma,homicide,,,,Spanish,Che Guevara,Ernesto Guevara,,brown hair,,,,poetry,,,,,,
http://www.wikidata.org/entity/Q5809,Che Guevara,Teté,The Bolivian diary,,,,,asthma,homicide,,,,Spanish,Che Guevara,Ernesto Guevara,,brown hair,,,,poetry,,,,,,
http://www.wikidata.org/entity/Q5809,Che Guevara,Ramón,Guerrilla Warfare,,,,,asthma,homicide,,,,Spanish,Che Guevara,Ernesto Guevara,,brown hair,,,,chess,,,,,,
http://www.wikidata.org/entity/Q5809,Che Guevara,Pelado,Guerrilla Warfare,,,,,asthma,homicide,,,,Spanish,Che Guevara,Ernesto Guevara,,brown hair,,,,chess,,,,,,
http://www.wikidata.org/entity/Q5809,Che Guevara,Che,Guerrilla Warfare,,,,,asthma,homicide,,,,Spanish,Che Guevara,Ernesto Guevara,,brown hair,,,,chess,,,,,,
http://www.wikidata.org/entity/Q5809,Che Guevara,Fuser,Guerrilla Warfare,,,,,asthma,homicide,,,,Spanish,Che Guevara,Ernesto Guevara,,brown hair,,,,chess,,,,,,
http://www.wikidata.org/entity/Q5809,Che Guevara,Tatu,Guerrilla Warfare,,,,,asthma,homicide,,,,Spanish,Che Guevara,Ernesto Guevara,,brown hair,,,,chess,,,,,,
http://www.wikidata.org/entity/Q5809,Che Guevara,Adolfo Mena González,Guerrilla Warfare,,,,,asthma,homicide,,,,Spanish,Che Guevara,Ernesto Guevara,,brown hair,,,,chess,,,,,,
http://www.wikidata.org/entity/Q5809,Che Guevara,Chancho,Guerrilla Warfare,,,,,asthma,homicide,,,,Spanish,Che Guevara,Ernesto Guevara,,brown hair,,,,chess,,,,,,
http://www.wikidata.org/entity/Q5809,Che Guevara,Chang-Cho,Guerrilla Warfare,,,,,asthma,homicide,,,,Spanish,Che Guevara,Ernesto Guevara,,brown hair,,,,chess,,,,,,
http://www.wikidata.org/entity/Q5809,Che Guevara,Fernando Sacamuelas,Guerrilla Warfare,,,,,asthma,homicide,,,,Spanish,Che Guevara,Ernesto Guevara,,brown hair,,,,chess,,,,,,
http://www.wikidata.org/entity/Q5809,Che Guevara,Furibundo Serna,Guerrilla Warfare,,,,,asthma,homicide,,,,Spanish,Che Guevara,Ernesto Guevara,,brown hair,,,,chess,,,,,,
http://www.wikidata.org/entity/Q5809,Che Guevara,Luís Hernández Gálvez,Guerrilla Warfare,,,,,asthma,homicide,,,,Spanish,Che Guevara,Ernesto Guevara,,brown hair,,,,chess,,,,,,
http://www.wikidata.org/entity/Q5809,Che Guevara,Teté,Guerrilla Warfare,,,,,asthma,homicide,,,,Spanish,Che Guevara,Ernesto Guevara,,brown hair,,,,chess,,,,,,
http://www.wikidata.org/entity/Q5809,Che Guevara,Ramón,The Bolivian diary,,,,,asthma,homicide,,,,Spanish,Che Guevara,Ernesto Guevara,,brown hair,,,,chess,,,,,,
http://www.wikidata.org/entity/Q5809,Che Guevara,Pelado,The Bolivian diary,,,,,asthma,homicide,,,,Spanish,Che Guevara,Ernesto Guevara,,brown hair,,,,chess,,,,,,
http://www.wikidata.org/entity/Q5809,Che Guevara,Che,The Bolivian diary,,,,,asthma,homicide,,,,Spanish,Che Guevara,Ernesto Guevara,,brown hair,,,,chess,,,,,,
http://www.wikidata.org/entity/Q5809,Che Guevara,Fuser,The Bolivian diary,,,,,asthma,homicide,,,,Spanish,Che Guevara,Ernesto Guevara,,brown hair,,,,chess,,,,,,
http://www.wikidata.org/entity/Q5809,Che Guevara,Tatu,The Bolivian diary,,,,,asthma,homicide,,,,Spanish,Che Guevara,Ernesto Guevara,,brown hair,,,,chess,,,,,,
http://www.wikidata.org/entity/Q5809,Che Guevara,Adolfo Mena González,The Bolivian diary,,,,,asthma,homicide,,,,Spanish,Che Guevara,Ernesto Guevara,,brown hair,,,,chess,,,,,,
http://www.wikidata.org/entity/Q5809,Che Guevara,Chancho,The Bolivian diary,,,,,asthma,homicide,,,,Spanish,Che Guevara,Ernesto Guevara,,brown hair,,,,chess,,,,,,
http://www.wikidata.org/entity/Q5809,Che Guevara,Chang-Cho,The Bolivian diary,,,,,asthma,homicide,,,,Spanish,Che Guevara,Ernesto Guevara,,brown hair,,,,chess,,,,,,
http://www.wikidata.org/entity/Q5809,Che Guevara,Fernando Sacamuelas,The Bolivian diary,,,,,asthma,homicide,,,,Spanish,Che Guevara,Ernesto Guevara,,brown hair,,,,chess,,,,,,
http://www.wikidata.org/entity/Q5809,Che Guevara,Furibundo Serna,The Bolivian diary,,,,,asthma,homicide,,,,Spanish,Che Guevara,Ernesto Guevara,,brown hair,,,,chess,,,,,,
http://www.wikidata.org/entity/Q5809,Che Guevara,Luís Hernández Gálvez,The Bolivian diary,,,,,asthma,homicide,,,,Spanish,Che Guevara,Ernesto Guevara,,brown hair,,,,chess,,,,,,
http://www.wikidata.org/entity/Q5809,Che Guevara,Teté,The Bolivian diary,,,,,asthma,homicide,,,,Spanish,Che Guevara,Ernesto Guevara,,brown hair,,,,chess,,,,,,
http://www.wikidata.org/entity/Q5809,Che Guevara,Ramón,Guerrilla Warfare,,,,,asthma,homicide,,,,Spanish,Che Guevara,Ernesto Guevara,,brown hair,,,,rugby union,,,,,,
http://www.wikidata.org/entity/Q5809,Che Guevara,Pelado,Guerrilla Warfare,,,,,asthma,homicide,,,,Spanish,Che Guevara,Ernesto Guevara,,brown hair,,,,rugby union,,,,,,
http://www.wikidata.org/entity/Q5809,Che Guevara,Che,Guerrilla Warfare,,,,,asthma,homicide,,,,Spanish,Che Guevara,Ernesto Guevara,,brown hair,,,,rugby union,,,,,,
http://www.wikidata.org/entity/Q5809,Che Guevara,Fuser,Guerrilla Warfare,,,,,asthma,homicide,,,,Spanish,Che Guevara,Ernesto Guevara,,brown hair,,,,rugby union,,,,,,
http://www.wikidata.org/entity/Q5809,Che Guevara,Tatu,Guerrilla Warfare,,,,,asthma,homicide,,,,Spanish,Che Guevara,Ernesto Guevara,,brown hair,,,,rugby union,,,,,,
http://www.wikidata.org/entity/Q5809,Che Guevara,Adolfo Mena González,Guerrilla Warfare,,,,,asthma,homicide,,,,Spanish,Che Guevara,Ernesto Guevara,,brown hair,,,,rugby union,,,,,,
http://www.wikidata.org/entity/Q5809,Che Guevara,Chancho,Guerrilla Warfare,,,,,asthma,homicide,,,,Spanish,Che Guevara,Ernesto Guevara,,brown hair,,,,rugby union,,,,,,
http://www.wikidata.org/entity/Q5809,Che Guevara,Chang-Cho,Guerrilla Warfare,,,,,asthma,homicide,,,,Spanish,Che Guevara,Ernesto Guevara,,brown hair,,,,rugby union,,,,,,
http://www.wikidata.org/entity/Q5809,Che Guevara,Fernando Sacamuelas,Guerrilla Warfare,,,,,asthma,homicide,,,,Spanish,Che Guevara,Ernesto Guevara,,brown hair,,,,rugby union,,,,,,
http://www.wikidata.org/entity/Q5809,Che Guevara,Furibundo Serna,Guerrilla Warfare,,,,,asthma,homicide,,,,Spanish,Che Guevara,Ernesto Guevara,,brown hair,,,,rugby union,,,,,,
http://www.wikidata.org/entity/Q5809,Che Guevara,Luís Hernández Gálvez,Guerrilla Warfare,,,,,asthma,homicide,,,,Spanish,Che Guevara,Ernesto Guevara,,brown hair,,,,rugby union,,,,,,
http://www.wikidata.org/entity/Q5809,Che Guevara,Teté,Guerrilla Warfare,,,,,asthma,homicide,,,,Spanish,Che Guevara,Ernesto Guevara,,brown hair,,,,rugby union,,,,,,
http://www.wikidata.org/entity/Q5809,Che Guevara,Ramón,The Bolivian diary,,,,,asthma,homicide,,,,Spanish,Che Guevara,Ernesto Guevara,,brown hair,,,,rugby union,,,,,,
http://www.wikidata.org/entity/Q5809,Che Guevara,Pelado,The Bolivian diary,,,,,asthma,homicide,,,,Spanish,Che Guevara,Ernesto Guevara,,brown hair,,,,rugby union,,,,,,
http://www.wikidata.org/entity/Q5809,Che Guevara,Che,The Bolivian diary,,,,,asthma,homicide,,,,Spanish,Che Guevara,Ernesto Guevara,,brown hair,,,,rugby union,,,,,,
http://www.wikidata.org/entity/Q5809,Che Guevara,Fuser,The Bolivian diary,,,,,asthma,homicide,,,,Spanish,Che Guevara,Ernesto Guevara,,brown hair,,,,rugby union,,,,,,
http://www.wikidata.org/entity/Q5809,Che Guevara,Tatu,The Bolivian diary,,,,,asthma,homicide,,,,Spanish,Che Guevara,Ernesto Guevara,,brown hair,,,,rugby union,,,,,,
http://www.wikidata.org/entity/Q5809,Che Guevara,Adolfo Mena González,The Bolivian diary,,,,,asthma,homicide,,,,Spanish,Che Guevara,Ernesto Guevara,,brown hair,,,,rugby union,,,,,,
http://www.wikidata.org/entity/Q5809,Che Guevara,Chancho,The Bolivian diary,,,,,asthma,homicide,,,,Spanish,Che Guevara,Ernesto Guevara,,brown hair,,,,rugby union,,,,,,
http://www.wikidata.org/entity/Q5809,Che Guevara,Chang-Cho,The Bolivian diary,,,,,asthma,homicide,,,,Spanish,Che Guevara,Ernesto Guevara,,brown hair,,,,rugby union,,,,,,
http://www.wikidata.org/entity/Q5809,Che Guevara,Fernando Sacamuelas,The Bolivian diary,,,,,asthma,homicide,,,,Spanish,Che Guevara,Ernesto Guevara,,brown hair,,,,rugby union,,,,,,
http://www.wikidata.org/entity/Q5809,Che Guevara,Furibundo Serna,The Bolivian diary,,,,,asthma,homicide,,,,Spanish,Che Guevara,Ernesto Guevara,,brown hair,,,,rugby union,,,,,,
http://www.wikidata.org/entity/Q5809,Che Guevara,Luís Hernández Gálvez,The Bolivian diary,,,,,asthma,homicide,,,,Spanish,Che Guevara,Ernesto Guevara,,brown hair,,,,rugby union,,,,,,
http://www.wikidata.org/entity/Q5809,Che Guevara,Teté,The Bolivian diary,,,,,asthma,homicide,,,,Spanish,Che Guevara,Ernesto Guevara,,brown hair,,,,rugby union,,,,,,
http://www.wikidata.org/entity/Q5809,Che Guevara,Ramón,Guerrilla Warfare,,,,,asthma,homicide,,,,Spanish,Che Guevara,Ernesto Guevara,,brown hair,,,,reading,,,,,,
http://www.wikidata.org/entity/Q5809,Che Guevara,Pelado,Guerrilla Warfare,,,,,asthma,homicide,,,,Spanish,Che Guevara,Ernesto Guevara,,brown hair,,,,reading,,,,,,
http://www.wikidata.org/entity/Q5809,Che Guevara,Che,Guerrilla Warfare,,,,,asthma,homicide,,,,Spanish,Che Guevara,Ernesto Guevara,,brown hair,,,,reading,,,,,,
